   3.300    0.1223E-01    0.1403E-01    0.1216E-01   -0.4015E+00    0.1733E+00    0.1593E+00   -0.3080E-02   -0.4951E-02
   3.320    0.1208E-01    0.1386E-01    0.1202E-01   -0.3976E+00    0.1714E+00    0.1575E+00   -0.3092E-02   -0.4935E-02
   3.340    0.1194E-01    0.1370E-01    0.1188E-01   -0.3937E+00    0.1695E+00    0.1558E+00   -0.3106E-02   -0.4921E-02
   3.360    0.1180E-01    0.1353E-01    0.1175E-01   -0.3898E+00    0.1676E+00    0.1541E+00   -0.3123E-02   -0.4910E-02
   3.380    0.1165E-01    0.1337E-01    0.1161E-01   -0.3860E+00    0.1658E+00    0.1525E+00   -0.3138E-02   -0.4899E-02
   3.400    0.1151E-01    0.1321E-01    0.1147E-01   -0.3823E+00    0.1641E+00    0.1508E+00   -0.3161E-02   -0.4894E-02
   3.420    0.1137E-01    0.1305E-01    0.1134E-01   -0.3786E+00    0.1623E+00    0.1493E+00   -0.3185E-02   -0.4890E-02
   3.440    0.1124E-01    0.1289E-01    0.1121E-01   -0.3750E+00    0.1606E+00    0.1477E+00   -0.3211E-02   -0.4889E-02
   3.460    0.1110E-01    0.1274E-01    0.1109E-01   -0.3715E+00    0.1589E+00    0.1462E+00   -0.3238E-02   -0.4890E-02
   3.480    0.1097E-01    0.1259E-01    0.1096E-01   -0.3679E+00    0.1572E+00    0.1446E+00   -0.3263E-02   -0.4891E-02
   3.500    0.1083E-01    0.1243E-01    0.1083E-01   -0.3645E+00    0.1556E+00    0.1432E+00   -0.3294E-02   -0.4896E-02
   3.520    0.1070E-01    0.1229E-01    0.1071E-01   -0.3611E+00    0.1540E+00    0.1417E+00   -0.3325E-02   -0.4902E-02
   3.540    0.1057E-01    0.1214E-01    0.1059E-01   -0.3577E+00    0.1524E+00    0.1403E+00   -0.3358E-02   -0.4909E-02
   3.560    0.1044E-01    0.1199E-01    0.1046E-01   -0.3544E+00    0.1509E+00    0.1389E+00   -0.3389E-02   -0.4918E-02
   3.580    0.1032E-01    0.1185E-01    0.1034E-01   -0.3512E+00    0.1494E+00    0.1375E+00   -0.3424E-02   -0.4929E-02
   3.600    0.1019E-01    0.1171E-01    0.1023E-01   -0.3479E+00    0.1479E+00    0.1362E+00   -0.3459E-02   -0.4941E-02
   3.620    0.1006E-01    0.1157E-01    0.1011E-01   -0.3448E+00    0.1464E+00    0.1348E+00   -0.3494E-02   -0.4954E-02
   3.640    0.9940E-02    0.1143E-01    0.9991E-02   -0.3417E+00    0.1450E+00    0.1335E+00   -0.3530E-02   -0.4967E-02
   3.660    0.9816E-02    0.1129E-01    0.9874E-02   -0.3386E+00    0.1436E+00    0.1323E+00   -0.3565E-02   -0.4981E-02
   3.680    0.9693E-02    0.1115E-01    0.9758E-02   -0.3356E+00    0.1422E+00    0.1310E+00   -0.3601E-02   -0.4997E-02
   3.700    0.9572E-02    0.1102E-01    0.9643E-02   -0.3326E+00    0.1408E+00    0.1298E+00   -0.3637E-02   -0.5014E-02
   3.720    0.9450E-02    0.1089E-01    0.9528E-02   -0.3296E+00    0.1395E+00    0.1286E+00   -0.3673E-02   -0.5031E-02
   3.740    0.9329E-02    0.1076E-01    0.9414E-02   -0.3267E+00    0.1381E+00    0.1274E+00   -0.3707E-02   -0.5048E-02
   3.760    0.9209E-02    0.1063E-01    0.9301E-02   -0.3239E+00    0.1368E+00    0.1262E+00   -0.3743E-02   -0.5067E-02
   3.780    0.9091E-02    0.1050E-01    0.9188E-02   -0.3210E+00    0.1356E+00    0.1251E+00   -0.3778E-02   -0.5086E-02
   3.800    0.8973E-02    0.1037E-01    0.9076E-02   -0.3183E+00    0.1343E+00    0.1240E+00   -0.3813E-02   -0.5105E-02
   3.820    0.8855E-02    0.1024E-01    0.8964E-02   -0.3155E+00    0.1331E+00    0.1228E+00   -0.3847E-02   -0.5125E-02
